epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr
21,0.5975595481677151,0.9420739141035912,1.1116686827313584,0.7353023126219003,0.7248143853281447,1.4556070275676377e-05
22,0.5915563002992048,0.9448256644257899,1.1104273558717914,0.7346057397603789,0.7247729302117863,1.4353162422953344e-05
23,0.5871027182364517,0.9476819115956668,1.110458367166266,0.7332125940373363,0.7232781245418899,1.4140161568402724e-05
24,0.5778716614092378,0.9502943327876275,1.1132907097318532,0.7350236834772917,0.7233633074795369,1.3917441387901574e-05
25,0.5735210617693071,0.9524887665888746,1.1133426522786638,0.7365561437726387,0.7250297797944586,1.3685392608327319e-05
26,0.5704076271545648,0.953324741370302,1.1145839406325755,0.7341877960434662,0.723926890869751,1.3444422322090038e-05
27,0.5640374785143973,0.9555191751715489,1.114606505474158,0.7344664251880747,0.7241032724684013,1.3194953272954046e-05
28,0.5621275981444293,0.9572956215820823,1.1171257622474062,0.7332125940373363,0.7231724419904957,1.2937423114401678e-05
29,0.5513239828807474,0.9625552962485632,1.1163221898332107,0.7372527166341599,0.7263829654185147,1.2672283641840369e-05
30,0.554454652132064,0.9601170364693998,1.1161138942811342,0.7350236834772917,0.723036038920123,1.2399999999999995e-05
31,0.5491760634632578,0.9623811348357658,1.1135990780539218,0.7361382000557258,0.7247749753672965,1.2121049866910946e-05
32,0.5477307839090946,0.9623811348357658,1.1089095795049078,0.735162998049596,0.7254314333092392,1.1835922615894549e-05
33,0.5433280873537595,0.9641227489637396,1.106089483583923,0.7366954583449429,0.7275008842834482,1.154511845703598e-05
34,0.5382177284804643,0.9675014803720088,1.1044196831969033,0.7375313457787684,0.7281713455225335,1.1249147559645794e-05
35,0.5397434691942083,0.9649238914626076,1.1046063048122203,0.7364168292003344,0.7288535055817782,1.0948529157249598e-05
36,0.534822722718551,0.9670486606987356,1.1053183200085057,0.7368347729172472,0.7294481073688053,1.0643790636676017e-05
37,0.5334746663713774,0.9658643630917134,1.1063683539365246,0.7359988854834215,0.7270695109004673,1.0335466612840982e-05
38,0.5292682392161779,0.968685777979031,1.1070868193575767,0.7373920312064642,0.7285571957367658,1.0024097990851506e-05
39,0.5264602742906668,0.9704273921070048,1.1045682395981475,0.7361382000557258,0.7255192123691885,9.710231017074328e-06
40,0.5251888858448954,0.9707408826500401,1.1041790550261472,0.7353023126219003,0.724929159744545,9.394416320834167e-06
41,0.522772689240016,0.9715768574314675,1.1034432122137694,0.7358595709111173,0.725828738303562,9.077207948422782e-06
42,0.5181782072397542,0.9733881361245602,1.1026640017475702,0.73627751462803,0.7261602078175228,8.759162391113513e-06
43,0.5200728193290515,0.9720296771047406,1.1011414356463778,0.7359988854834215,0.7259262454692718,8.440837608886488e-06
44,0.5163294773855825,0.9729004841687275,1.100406615343769,0.7373920312064642,0.7269075803608384,8.12279205157722e-06
45,0.5133392542667007,0.9744331046013446,1.0992711742894838,0.735720256338813,0.7241144825477044,7.805583679165836e-06
46,0.5119245465189418,0.9745027691664635,1.0994919688828224,0.7337698523265533,0.7232470363767962,7.489768982925675e-06
47,0.5100466446382697,0.9758960604688425,1.0979264151733534,0.735162998049596,0.7249182048110058,7.175902009148494e-06
48,0.5096848040885543,0.9766972029677105,1.097191274693582,0.7358595709111173,0.7270878638393852,6.864533387159019e-06
49,0.5044201222851972,0.9782646556828869,1.0959617957077195,0.7365561437726387,0.7273842220078457,6.5562093633239835e-06
50,0.5073942042936992,0.9771500226409837,1.0955848957585022,0.7366954583449429,0.7282935857219995,6.251470842750401e-06
51,0.5053265591241204,0.9776376745968163,1.0952911018270306,0.738367233212594,0.7309115585200489,5.950852440354207e-06
52,0.5033000517130429,0.9778118360096137,1.0952613374828237,0.7368347729172472,0.7291529146988832,5.654881542964018e-06
53,0.5008434969226607,0.9791702950294333,1.0934735607784407,0.7366954583449429,0.7281436773338654,5.364077384105449e-06
54,0.4994795253388335,0.9797972761155038,1.0922035822826148,0.7361382000557258,0.727376116019614,5.078950133089053e-06
55,0.49681852157238066,0.9813647288306803,1.0903120932325852,0.7365561437726387,0.7277173516814847,4.799999999999999e-06
56,0.49844536198539563,0.9794837855724685,1.0888625040518498,0.735720256338813,0.7275844955634589,4.527716358159628e-06
57,0.4941903835282825,0.9822703681772267,1.0875495603654237,0.7382279186402898,0.7303709443753998,4.262576885598321e-06
58,0.4946085417058261,0.9810860705702045,1.0873186720156036,0.7379492894956813,0.7309052474908786,4.005046727045953e-06
59,0.49122602836060897,0.9842209760005574,1.0868354917100045,0.7368347729172472,0.7288665225437901,3.7555776779099593e-06
60,0.49169629905165435,0.983176007523773,1.0870796987968208,0.7369740874895514,0.728944139532322,3.5146073916726793e-06
61,0.49165154618516,0.9833850012191299,1.08742150215976,0.7372527166341599,0.7290079891667978,3.2825586120984235e-06
62,0.48973318343704153,0.9838726531749625,1.087397247025397,0.738924491501811,0.7298840539622226,3.059838431597275e-06
63,0.4878256530697999,0.9846041311087116,1.087593657253063,0.7392031206464196,0.7302107465115214,2.8468375770466536e-06
64,0.4887528868188837,0.983977150022641,1.0873820428299692,0.7394817497910281,0.7323590363413494,2.643929724323619e-06
65,0.48883185759684555,0.9840468145877599,1.0871362833850151,0.7392031206464196,0.7314346759907078,2.451470842750401e-06
66,0.48649272661166626,0.9849524539343063,1.0861577565691112,0.7407355809417665,0.7324522941682006,2.269798570603245e-06
67,0.48615863003284737,0.9855097704552579,1.0860780182137955,0.7398996935079409,0.7306572046936325,2.0992316227801503e-06
68,0.48533226526394185,0.9849872862168658,1.0859195869580833,0.7393424352187239,0.7293987506578793,1.940069231666637e-06
69,0.48378207516298527,0.9860322546936501,1.0862469092934532,0.7380886040679855,0.7277120543740472,1.7925906221804638e-06
70,0.483828695420433,0.9857884287157337,1.085086149452007,0.7403176372248538,0.7296924927233902,1.6570545219162343e-06
71,0.4834319978355034,0.9859277578459716,1.084209599853617,0.7408748955140708,0.7303068353759127,1.5336987072492897e-06
72,0.4833137959175492,0.9859625901285312,1.083551255211366,0.741014210086375,0.730343665691625,1.4227395861951443e-06
73,0.4830197024186098,0.9859277578459716,1.0837516006642738,0.7398996935079409,0.7300358117152755,1.3243718187562888e-06
74,0.48194918667022263,0.9868682294750775,1.0839769534305133,0.7398996935079409,0.7301691405660745,1.2387679754224038e-06
75,0.4819629261382173,0.9863109129541259,1.0840665291895908,0.7405962663694623,0.731062912944792,1.1660782344230775e-06
76,0.4816893284729701,0.9862760806715664,1.0839134304396874,0.7407355809417665,0.7315377268385367,1.106430118264162e-06
77,0.47951801529440424,0.9877390365390644,1.0838985991688956,0.7407355809417665,0.7314332786124511,1.0599282700099688e-06
78,0.4823804422051445,0.9858232609982932,1.0832857157276794,0.7411535246586793,0.7317846153165757,1.0266542697037667e-06
79,0.4793648938160962,0.9878783656693023,1.0833038975179723,0.7426859849540262,0.733246326430839,1.0066664912486763e-06
80,0.4799538845474311,0.9883311853425755,1.0831179529164745,0.7419894120925049,0.7331042538226739,1e-06
