epoch,train_loss,train_acc,val_loss,val_acc,precision,recall,f1
1,1.8591802464561604,0.2590476853948239,2.1483575421543497,0.1058790749512399,0.18966888365166815,0.1643800688275194,0.10456229725289846
2,1.5587025521346247,0.4211222961440663,1.761490247215724,0.3207021454444135,0.353503768934232,0.32115151144954407,0.2971022970839072
3,1.40421593485716,0.4946532446271204,1.4542066808795158,0.4969350794093062,0.44252130108550686,0.4612657454896118,0.4355224653685009
4,1.3074145789986689,0.5421993103208054,1.263387303626049,0.5718863193089997,0.5149272355108785,0.5487246501534394,0.5158747577566636
5,1.2483761509557125,0.5693684907171968,1.1530679351242514,0.6120089161326274,0.552985464578704,0.5927162152685607,0.5588947196322972
6,1.2022576078094158,0.5892577240586576,1.0862904799353217,0.6446085260518251,0.5931520716516113,0.6357088312250837,0.6022623405678615
7,1.1621782801410299,0.6070918527291094,1.0418909765213238,0.6646698244636389,0.6134556835004029,0.6547211924814657,0.6239666386395248
8,1.124960440603426,0.6254136333553938,1.011951329051103,0.6787405962663695,0.633476646313736,0.6710329041995997,0.6449622487281864
9,1.0955286367281116,0.637430770838413,0.9916622981150923,0.6898857620507105,0.652055102828521,0.6826895301460295,0.6626747878788863
10,1.0736287845859018,0.6460343446306036,0.9762851547716587,0.6968514906659237,0.6662188798161559,0.6881249504579056,0.6745213926315733
11,1.0477951238960004,0.6577031592880281,0.9669418556423166,0.7015881861242687,0.682880769926408,0.6970716376866642,0.6879683787085187
12,1.0133304787369755,0.6725765439409245,0.9592145260627902,0.705488994148788,0.6948440869941556,0.6995126163239893,0.6954940091892835
13,0.992468292388702,0.6844543522937058,0.9519596507071652,0.7092504876010031,0.6998706459235169,0.7030856128869036,0.7000934996129037
14,0.9648271141005241,0.6962624960813683,0.9499074716892173,0.7128726664809139,0.7068823984156308,0.7054640648746838,0.7047337975703416
15,0.9406974373464528,0.7042042565049288,0.9518818613479116,0.7127333519086096,0.7050131959578605,0.7031218894361846,0.702503596918202
16,0.9165575104350393,0.719216970288063,0.9546814983304279,0.7156589579269992,0.7082457080972234,0.7051719151520424,0.7050967313988218
17,0.8948836490657744,0.7291441708175137,0.9594325019759233,0.7196990805238228,0.7161050881949315,0.7077980875750824,0.7101615590579392
18,0.8696196294303407,0.7393151973248807,0.9651883623167544,0.7230426302591251,0.7203887129873382,0.7109369897578423,0.7136537823974581
